Common,126
BSSID,SSID,Encryption,Site-Encryption,Last Update
C8:D7:19:F1:D7:52,DILNET-ATLETA1,none,"2017-03-26, 03:00:00 PM"
B0:B2:DC:AA:C8:8C,PLDTMyDSLvirus,wpa2,"2017-06-09, 01:00:00 PM"
BC:75:74:B6:0E:5B,Globe Pocket,wpa2,"2017-03-21, 06:00:00 AM"
3A:D5:47:5B:6C:B4,Kurt,wpa2,"2017-07-15, 09:00:00 AM"
38:EC:E4:CC:27:C6,BgCo-R1RTNTM2MA,unknown,"2017-10-26, 02:00:00 PM"
C8:D3:A3:1B:8F:40,dlink,wpa2,"2017-07-29, 09:00:00 PM"
BC:75:74:B6:0E:5B,Globe Pocket,wpa2,"2017-03-21, 06:00:00 AM"
C8:D7:19:F1:D7:52,DILNET-ATLETA1,none,"2017-03-26, 03:00:00 PM"
2C:E6:CC:37:B9:A8,DILNET-WIFI,unknown,"2017-10-28, 02:00:00 PM"
4C:1A:3D:22:A1:49,OPPO A37f,wpa,"2017-07-29, 09:00:00 PM"
2C:5D:93:1A:B4:F8,DILNET-WIFI,unknown,"2017-05-07, 01:00:00 PM"
2C:5D:93:1A:B5:A8,DILNET-WIFI,unknown,"2017-05-07, 01:00:00 PM"
2C:5D:93:1A:B5:D8,DILNET-WIFI,unknown,"2017-06-09, 01:00:00 PM"
2C:5D:93:1A:B6:28,DILNET-WIFI,unknown,"2017-10-28, 02:00:00 PM"
50:9F:27:94:BB:13,FHE SANTOS 530,wpa2,"2017-07-29, 09:00:00 PM"
38:D8:2F:2B:A6:74,bayanDSLWiFi_A674,wpa2,"2017-05-07, 01:00:00 PM"
38:D8:2F:2B:CD:30,#WestWoodph,wpa2,"2017-04-04, 12:00:00 PM"
38:D8:2F:22:45:8C,RONRON,wpa2,"2017-03-26, 03:00:00 PM"
38:D8:2F:22:59:B4,bayanDSLWiFi_59B4,wpa2,"2017-05-07, 01:00:00 PM"
4C:09:B4:A2:FE:BD,LMMC,wpa,"2017-03-26, 03:00:00 PM"
4C:60:DE:D0:03:EC,None,wpa2,"2017-07-29, 09:00:00 PM"
62:D9:C7:D2:82:14,IPAD.EM,wpa2,"2017-03-16, 04:00:00 PM"
50:09:59:83:7E:8D,SKYbroadband7E8A,wpa2,"2017-06-09, 01:00:00 PM"
C4:12:F5:70:5E:98,HOLYFAMILY,wpa2,"2017-07-29, 09:00:00 PM"
4C:81:20:92:E0:DE,IP1725,wpa2,"2017-05-07, 01:00:00 PM"
4C:81:20:F3:97:9B,PNRBRUDU,wpa2,"2017-07-29, 09:00:00 PM"
50:68:0A:68:70:39,HUAWEI-E5330-7039,wpa2,"2017-04-04, 12:00:00 PM"
F4:CB:52:47:6A:91,HUAWEI-6A91,wpa2,"2017-05-07, 01:00:00 PM"
50:68:0A:BD:69:1E,Cheesering,wpa2,"2017-07-15, 09:00:00 AM"
F4:CB:52:B1:35:93,HUAWEI-3593,wpa2,"2017-03-03, 03:00:00 PM"
70:5A:9E:92:6F:F4,SKYbroadband6FF1,wpa2,"2017-07-29, 09:00:00 PM"
70:9F:2D:A0:9B:E4,bayanDSLWiFi_9BE4,wpa2,"2017-10-17, 12:00:00 PM"
70:9F:2D:A0:DE:20,bayanDSLWiFi_DE20,wpa2,"2017-07-15, 09:00:00 AM"
5C:F2:86:2D:20:F0,Globe_LTE MIFI_20F0,wpa2,"2017-03-22, 12:00:00 PM"
5C:F2:86:2D:6D:10,Globe_LTE MIFI_6D10,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:21:B0:74,Gabriel,wpa2,"2017-01-12, 12:00:00 PM"
5C:F2:86:21:FA:F8,grandwinner,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:22:81:02,VirusDetected,wpa2,"2017-07-15, 09:00:00 AM"
5C:F2:86:24:6E:A8,SmartBro_246EA8,wpa2,"2017-09-21, 01:00:00 PM"
5C:F2:86:24:AF:02,hpsbbw888,wpa2,"2017-02-22, 11:00:00 PM"
5C:F2:86:25:28:61,babybear,wpa2,"2017-03-26, 03:00:00 PM"
5C:F2:86:25:29:E0,VirtualVirus,wpa2,"2017-02-26, 06:00:00 PM"
5C:F2:86:25:2A:92,WILLIAM,wpa2,"2017-10-17, 12:00:00 PM"
5C:F2:86:2B:08:5B,www.dmcihomes4u.com,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:25:A1:97,waddup,wpa2,"2017-03-21, 06:00:00 AM"
5C:F2:86:26:C4:44,Unidentified Network,wpa2,"2017-03-26, 03:00:00 PM"
72:70:0D:BC:09:C3,Robelle Lyn?s iPhone,wpa2,"2017-04-04, 12:00:00 PM"
60:02:92:3D:AE:B3,a8372a,wpa2,"2017-06-09, 01:00:00 PM"
74:D0:2B:42:A8:90,DimacaliWifi,wpa2,"2017-03-08, 02:00:00 AM"
74:CC:39:BC:C0:D0,PLDTHOMEFIBRcc0d0,wpa2,"2017-10-17, 12:00:00 PM"
74:CC:39:C0:F1:08,PLDTHOMEFIBR0f108,wpa2,"2017-07-29, 09:00:00 PM"
44:74:6C:C2:9C:88,saxxy,wpa2,"2017-06-09, 01:00:00 PM"
50:04:B8:0C:BD:48,HUAWEI GR3 2017,wpa2,"2017-10-15, 06:00:00 PM"
50:09:59:DB:78:3A,SKYbroadband7837,wpa2,"2017-06-09, 01:00:00 PM"
60:31:97:DC:FE:A0,PLDTMyDSLBiz57790,wpa2,"2017-10-17, 12:00:00 PM"
60:A4:4C:78:44:FD,DILG_Guest for Mobile Devices,wpa2,"2017-10-17, 12:00:00 PM"
60:83:34:0F:18:1E,HUAWEI-181E,wpa2,"2017-01-12, 12:00:00 PM"
60:83:34:4E:E1:2E,Basic Calculus,wpa2,"2017-05-07, 01:00:00 PM"
40:F3:08:55:9C:E8,Puffyk024,wpa2,"2017-02-23, 12:00:00 PM"
68:A0:F6:B7:3D:4E,Taitai,wpa2,"2017-07-29, 09:00:00 PM"
70:28:8B:48:D7:72,AndroidAP,wpa2,"2017-01-12, 12:00:00 PM"
58:70:C6:F4:43:98,nolibagtas,wpa2,"2017-10-15, 06:00:00 PM"
58:70:C6:FC:94:8B,YICarCam_fc948b,wpa2,"2017-03-08, 11:00:00 AM"
6C:8B:2F:5D:42:D8,Get Your Own Wifi,wpa2,"2017-03-03, 03:00:00 PM"
70:54:D2:43:13:E1,d0adfe,wpa2,"2017-04-04, 12:00:00 PM"
4C:1A:3D:52:93:33,OPPO A37f,wpa2,"2017-06-09, 01:00:00 PM"
7A:F5:FD:B1:F8:63,102HW-B1F862,wpa2,"2017-05-07, 01:00:00 PM"
4C:81:20:92:E1:CE,PLDTHOMEDSL2E1CE,wpa2,"2017-10-26, 02:00:00 PM"
5C:6A:80:A4:03:7B,FIGARO KALAYAAN,wpa2,"2017-10-17, 12:00:00 PM"
3C:46:D8:38:FB:6E,XV,wpa2,"2017-03-03, 12:00:00 PM"
78:24:AF:5E:27:4B,ASUS,wpa2,"2017-02-26, 06:00:00 PM"
76:4A:A4:C9:21:E6,TheEmperor,wpa2,"2017-07-29, 09:00:00 PM"
40:B8:37:11:13:2D,AICP-AP,wpa2,"2017-09-23, 03:00:00 AM"
6C:19:8F:CD:BC:42,ACTRC,wpa2,"2017-03-26, 03:00:00 PM"
7C:C7:09:C6:22:E1,Mitsubishi Wireless TV 233,unknown,"2017-03-24, 12:00:00 PM"
70:9F:2D:A0:6A:58,bayanDSLWiFi_6A58,wpa2,"2017-07-15, 09:00:00 AM"
70:9F:2D:A0:F1:20,bayanDSLWiFi_F120,wpa2,"2017-05-07, 01:00:00 PM"
70:9F:2D:A1:21:E4,bayanDSLWiFi_21E4,wpa2,"2017-05-07, 01:00:00 PM"
7C:F9:0E:E1:8E:53,AndroidAP,wpa2,"2017-03-21, 06:00:00 AM"
5C:F2:86:2D:A2:47,Kawai,wpa2,"2017-03-03, 03:00:00 PM"
5C:F2:86:2D:B4:FB,Globe_LTE MIFI_B4FB,wpa2,"2017-03-03, 03:00:00 PM"
5C:F2:86:2E:64:D9,IGLOO2707,wpa2,"2017-06-09, 01:00:00 PM"
5C:F2:86:2E:6D:EC,Globe_LTE MIFI_6DEC,wpa2,"2017-07-29, 09:00:00 PM"
58:2A:F7:30:32:07,Tinetin,wpa2,"2017-06-09, 01:00:00 PM"
70:54:D2:8F:20:07,c8edf8,wpa2,"2017-07-29, 09:00:00 PM"
88:E3:AB:0F:F4:0B,IVMPOGI,wpa2,"2017-05-07, 01:00:00 PM"
4C:AC:0A:88:9E:6A,PLDTMyDSL - EnzoWiFi,wpa2,"2017-06-09, 01:00:00 PM"
64:70:02:FB:E7:7A,bayanDSL,wpa2,"2017-05-07, 01:00:00 PM"
88:D2:74:86:D0:6E,bayanDSLWIFI_D06E,wpa2,"2017-07-15, 09:00:00 AM"
4E:66:41:B2:A2:76,AndroidAP,wpa2,"2017-01-15, 03:00:00 PM"
94:FE:22:AA:7D:6F,Dys on the Go,wpa2,"2017-01-29, 06:00:00 PM"
50:09:59:84:FE:FD,SKYbroadbandFEFA,wpa2,"2017-06-09, 01:00:00 PM"
6A:9C:70:3D:1B:6E,TARDIS,wpa2,"2017-09-23, 03:00:00 AM"
94:A7:B7:3C:FE:93,BraveHEART,wpa2,"2017-03-26, 03:00:00 PM"
52:9F:27:24:1C:B0,DIRECT-lc-Telpad Dual S_2745,wpa2,"2017-03-03, 03:00:00 PM"
98:E7:F5:A3:8F:7D,DMDigs,wpa2,"2017-07-15, 09:00:00 AM"
56:EF:92:E1:3F:31,BZcV-RFJPSURaTWluaUQ,wep,"2017-03-11, 02:00:00 PM"
58:6D:8F:59:1A:47,POGI,wpa2,"2017-06-09, 01:00:00 PM"
6A:FB:7E:84:65:5F,iPhone,wpa2,"2017-03-15, 05:00:00 PM"
3C:DF:BD:D5:44:6F,jijufreak,wpa2,"2017-05-07, 01:00:00 PM"
3C:DF:BD:D5:4C:A5,HUAWEI-E5220-4ca5,wpa2,"2017-01-09, 11:00:00 AM"
5C:A8:6A:81:F9:8C,HUAWEI-F98C,wpa2,"2017-04-04, 12:00:00 PM"
5C:A8:6A:7B:13:C7,B315_B13C7,wpa2,"2017-05-07, 01:00:00 PM"
F2:25:98:CC:B4:24,Jackie,wpa2,"2017-05-07, 01:00:00 PM"
9C:6F:52:35:14:3D,bayanDSLWIFI_143D,wpa2,"2017-10-15, 06:00:00 PM"
F2:C5:F3:84:2E:17,Arvin Jude?s iPhone,wpa2,"2017-04-04, 12:00:00 PM"
4E:66:41:41:95:55,Paulgaz10,wpa2,"2017-07-29, 09:00:00 PM"
4C:CB:F5:2A:ED:60,bayanDSLWiFi_1994,wpa2,"2017-06-09, 01:00:00 PM"
FC:8B:97:27:7C:47,PLDTMyDSL,wpa2,"2017-10-17, 12:00:00 PM"
50:9F:27:08:68:90,Samsung,wpa2,"2017-06-09, 01:00:00 PM"
FC:2D:5E:11:73:03,GLOBE_117303,wpa2,"2017-07-15, 09:00:00 AM"
FC:B4:E6:82:43:4A,SKYbroadbandBE46,wpa2,"2017-06-09, 01:00:00 PM"
FC:F5:28:3D:30:A8,PLDTMyDSL,wpa2,"2017-06-09, 01:00:00 PM"
5E:D2:1E:6B:6D:37,ElwoM-UGM=,wpa2,"2017-05-07, 01:00:00 PM"
84:16:F9:4C:AB:D6,OrangeSegment2,wpa2,"2017-07-29, 09:00:00 PM"
6C:19:8F:0C:FF:9E,autotrade.com.ph,wpa2,"2017-09-21, 01:00:00 PM"
F4:8E:92:90:5F:D5,HUAWEI-E5330-5FD5,wpa2,"2017-01-12, 12:00:00 PM"
5C:6A:80:25:F4:99,PLDTMyDSLBiz5G47880,wpa2,"2017-09-21, 01:00:00 PM"
84:1B:5E:76:29:70,Munays,wpa2,"2017-03-03, 03:00:00 PM"
54:22:F8:F1:6F:DC,bayanDSL,wpa,"2017-05-07, 01:00:00 PM"
88:9B:39:F5:B0:C5,FueI-bmVyZHBsdXNwZXJ2,unknown,"2017-04-04, 12:00:00 PM"
F4:CB:52:8D:3B:0A,HUAWEI,wpa2,"2017-05-07, 01:00:00 PM"
F4:F2:6D:96:1D:48,TP-LINK,wpa2,"2017-10-26, 02:00:00 PM"
F4:F2:6D:94:56:13,OS NET ADMIN,wpa2,"2017-07-29, 09:00:00 PM"
62:FE:1E:67:24:E9,BLX1-TmVicmU,wep,"2017-03-03, 12:00:00 PM"
54:B8:0A:37:FE:EA,GHGDI-Admin,wpa2,"2017-10-17, 12:00:00 PM"
8E:79:67:A9:FB:BE,ZTE-MF65M-FBBE,wpa2,"2017-07-15, 09:00:00 AM"
8E:79:67:7F:B2:86,Lila Padilla,wpa2,"2017-02-26, 06:00:00 PM"
8E:79:67:82:B2:71,Chakka,wpa2,"2017-03-03, 03:00:00 PM"
8E:79:67:98:FE:33,ZTE-MF65M-FE33,wpa2,"2017-07-29, 09:00:00 PM"
8E:79:67:86:C2:83,Smart Bro_86C283,wpa2,"2017-07-29, 09:00:00 PM"
8E:79:67:86:F3:8D,GayEs,wpa2,"2017-01-09, 11:00:00 AM"
FE:E9:98:BC:4A:7C,Oreto?s iPhone,wpa2,"2017-09-03, 09:00:00 AM"
56:14:73:06:82:D1,peyt,wpa2,"2017-07-15, 09:00:00 AM"
56:EF:92:D0:16:CF,BYI3-Z2VseW4xMPCfkp7wn5KW8J+Slg,wep,"2017-01-12, 12:00:00 PM"
F8:01:13:07:CE:61,HUAWEI-E5330-CE61,wpa2,"2017-04-04, 12:00:00 PM"
F8:01:13:C8:E5:B1,restricted,wpa2,"2017-06-09, 01:00:00 PM"
F8:23:B2:C4:A5:70,Globe2016,wpa2,"2017-03-12, 06:00:00 PM"
F8:23:B2:ED:C8:CC,Your Name,wpa2,"2017-05-07, 01:00:00 PM"
F8:23:B2:ED:E9:C2,HUAWEI-E9C2,wpa2,"2017-03-12, 06:00:00 PM"
60:83:34:E0:71:A6,SorryWalaNgLibre,wpa2,"2017-05-07, 01:00:00 PM"
F8:1A:67:A0:CF:9E,rda,wpa2,"2017-06-09, 01:00:00 PM"
5C:F2:86:23:D0:F9,ROLEXFEL,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:25:02:DB,None,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:25:3D:82,Cheetos_LTE,wpa2,"2017-03-04, 02:00:00 PM"
5C:F2:86:25:66:6B,SmartBro,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:25:73:7A,bunny,wpa2,"2017-03-03, 03:00:00 PM"
5C:F2:86:25:AA:C4,Connecting...,wpa2,"2017-10-26, 02:00:00 PM"
5C:F2:86:25:BD:BA,KP,wpa2,"2017-05-07, 01:00:00 PM"
5C:F2:86:25:C6:25,deepdream,wpa2,"2017-03-03, 03:00:00 PM"
5C:F2:86:25:F7:49,Blackavanza,wpa2,"2017-06-09, 01:00:00 PM"
5C:F2:86:26:C6:1C,Globe_LTE MIFI_C61C,wpa2,"2017-03-15, 05:00:00 AM"
60:02:92:4C:E7:1D,ad4b84,wpa2,"2017-04-04, 12:00:00 PM"
5C:A8:6A:DF:3C:B9,Police Clearance Section,wpa2,"2017-10-17, 12:00:00 PM"
5C:A8:6A:E0:13:21,Deng,wpa2,"2017-03-09, 10:00:00 AM"
74:A5:28:13:46:01,HUAWEI-E5330-4601,wpa2,"2017-01-21, 08:00:00 AM"
90:61:0C:2D:DE:F3,Negative Space Cafe,wpa2,"2017-07-29, 09:00:00 PM"
90:61:0C:2E:A5:18,PLDTHOMEDSL42264,wpa2,"2017-03-11, 02:00:00 PM"
90:61:0C:16:BA:84,PLDTMyDSL_Obet Pisonet,wpa2,"2017-03-03, 03:00:00 PM"
68:72:51:6C:52:4A,None,wpa2,"2017-07-29, 09:00:00 PM"
68:7F:74:08:79:0A,Osec,wpa2,"2017-03-11, 02:00:00 PM"
F0:25:B7:0C:E8:96,Galaxy Note 3,wpa2,"2017-07-15, 09:00:00 AM"
90:61:0C:11:F8:33,PLDTMyDSL3DogsFran,wpa2,"2017-10-26, 02:00:00 PM"
90:61:0C:12:02:8B,None,wpa2,"2017-10-26, 02:00:00 PM"
90:61:0C:0E:54:AD,PLDTMyDSLbrgyUPcampus,wpa2,"2017-05-07, 01:00:00 PM"
90:61:0C:0E:B4:CC,PLDTMyDSL,wpa2,"2017-04-04, 12:00:00 PM"
6A:BF:6B:4E:F6:A5,Louie T.?s iPhone,wpa2,"2017-07-29, 09:00:00 PM"
58:70:C6:FD:81:B8,avanza_dashcam,wpa2,"2017-04-04, 12:00:00 PM"
94:46:96:17:00:8D,BlueZoom,wpa2,"2017-05-07, 01:00:00 PM"
94:46:96:18:04:4C,HulaanMoPasswordKo,wpa2,"2017-07-29, 09:00:00 PM"
94:46:96:18:F4:CE,PLDTHOMEDSL4D4H0,wpa2,"2017-05-07, 01:00:00 PM"
94:46:96:19:28:27,PLDTHOMEDSLHQHK0,wpa2,"2017-07-15, 09:00:00 AM"
94:46:96:1D:43:C2,PLDTHOMEDSLMRMC0,wpa2,"2017-10-26, 02:00:00 PM"
94:46:96:1D:4A:ED,PLDTHOMEDSL3P3P0,wpa2,"2017-10-26, 02:00:00 PM"
94:46:96:1E:9C:E0,PLDTHOMEDSLGNGS0,wpa2,"2017-06-09, 01:00:00 PM"
94:46:96:13:AB:5B,PLDTHOMEDSLN9N90,wpa2,"2017-06-09, 01:00:00 PM"
94:A7:B7:26:4F:B2,bayanDSLWIFI_4FB2,wpa2,"2017-04-04, 12:00:00 PM"
4C:F9:5D:85:C1:70,nextpagestudios,wpa2,"2017-06-09, 01:00:00 PM"
50:09:59:DB:10:56,SKYbroadband1053,wpa2,"2017-06-09, 01:00:00 PM"
24:DF:6A:B3:E3:6A,HUAWEI-E5330-E36A,wpa2,"2017-11-12, 04:00:00 PM"
6E:72:E7:DB:C1:24,BLUE BETTY,wpa2,"2017-02-23, 12:00:00 PM"
6E:74:BF:B1:E3:74,Virus,wpa2,"2017-07-15, 09:00:00 AM"
58:6D:8F:08:9A:37,FunnyHorse,wpa2,"2017-05-07, 01:00:00 PM"
6E:94:F8:CA:4F:80,Maria Elizabeth,wpa2,"2017-03-06, 02:00:00 AM"
84:38:38:AE:37:BA,ElwinGalaxyS5,wpa2,"2017-07-29, 09:00:00 PM"
6C:F3:73:55:75:00,j.coconut,wpa2,"2017-02-26, 06:00:00 PM"
88:DE:A9:DB:DA:7B,None,wpa2,"2017-06-09, 01:00:00 PM"
8C:25:05:2E:69:A2,HUAWEI-69A2,wpa2,"2017-10-26, 02:00:00 PM"
8C:34:FD:86:CF:8C,HUAWEI-E5330-CF8C,wpa2,"2017-02-22, 11:00:00 PM"
9C:A9:E4:9A:F9:EF,NAHDALSNEHPETS,wpa2,"2017-03-03, 03:00:00 PM"
84:16:F9:ED:66:3C,TD-W8901N_D663C,wpa2,"2017-07-29, 09:00:00 PM"
9C:C1:72:C0:32:0E,HUAWEI-E5330-320E,wpa2,"2017-03-03, 12:00:00 PM"
9A:0C:A5:BB:03:6E,mike hotspot,wpa2,"2017-03-21, 06:00:00 AM"
7C:05:07:22:78:08,A TASTE OF HEAVEN,wpa2,"2017-07-29, 09:00:00 PM"
88:61:5A:00:06:93,Meron_LYTV_000693,wep,"2017-05-07, 01:00:00 PM"
7A:E8:B6:D4:11:58,uFi_D41158,wpa2,"2017-07-29, 09:00:00 PM"
94:A7:B7:26:69:9D,ketchum,wpa2,"2017-10-26, 02:00:00 PM"
94:A7:B7:26:73:A3,Ernest_bayanDSLWiFi,wpa2,"2017-04-04, 12:00:00 PM"
94:A7:B7:3D:0C:CE,bayanDSLWIFI_0CCE,wpa2,"2017-05-07, 01:00:00 PM"
CC:1A:FA:96:FE:40,Prontera,wpa2,"2017-03-26, 03:00:00 PM"
5C:F2:86:21:CB:BA,ICW_WiFi,wpa2,"2017-01-15, 03:00:00 PM"
5C:F2:86:22:5B:40,Alfred,wpa2,"2017-07-15, 09:00:00 AM"
5C:F2:86:24:CD:49,jmcruz,wpa2,"2017-03-08, 02:00:00 AM"
5C:F2:86:24:DC:F0,SmartBro_24DCF0,wpa2,"2017-03-09, 10:00:00 AM"
5C:F2:86:25:17:65,5stardriver,wpa2,"2017-01-15, 03:00:00 PM"
5C:F2:86:25:4F:2D,VIVO,wpa2,"2017-05-23, 04:00:00 PM"
5C:F2:86:25:4F:E4,SmartBro_254FE4,wpa2,"2017-04-04, 12:00:00 PM"
5C:F2:86:25:77:B4,PepperoniPizza,wpa2,"2017-04-04, 12:00:00 PM"
5C:F2:86:25:79:26,CCC,wpa2,"2017-05-07, 01:00:00 PM"
5C:F2:86:25:7D:87,Avanza-E2016,wpa2,"2017-06-09, 01:00:00 PM"
5C:F2:86:25:87:99,joannasmart,wpa2,"2017-03-03, 03:00:00 PM"
5C:F2:86:25:C3:B1,Holla,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:26:BF:65,Jasvin,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:2E:E0:77,The Multiverse,wpa2,"2017-07-29, 09:00:00 PM"
5C:F2:86:2B:8F:2D,Globe_LTE MIFI_8F2D,wpa2,"2017-01-12, 12:00:00 PM"
5C:F2:86:2D:24:52,Globe_LTE MIFI_2452,wpa2,"2017-03-03, 03:00:00 PM"
5C:F3:70:29:8B:3D,DrivePro50,wpa2,"2017-03-03, 12:00:00 PM"
5C:F2:86:27:B8:B1,Morgoth,wpa2,"2017-03-16, 04:00:00 PM"
60:31:97:13:BC:FC,PLDTMyDSLBiz5GBCFA0,wpa2,"2017-07-29, 09:00:00 PM"
60:31:97:11:21:E5,PLDTMyDSLBiz21E40,wpa2,"2017-10-17, 12:00:00 PM"
60:21:C0:71:20:D6,Miggylicious,wpa2,"2017-01-29, 06:00:00 PM"
74:4A:A4:69:7B:1D,15C,wpa2,"2017-07-15, 09:00:00 AM"
60:02:92:4D:B9:1F,adf6c9,wpa2,"2017-06-09, 01:00:00 PM"
98:E7:F5:A3:35:09,Globe,wpa2,"2017-03-26, 03:00:00 PM"
98:E7:F5:93:FF:0E,Smartbro,wpa2,"2017-05-07, 01:00:00 PM"
74:CC:39:BB:51:38,AFMaginhawaOffice,wpa2,"2017-07-29, 09:00:00 PM"
C8:3A:35:F9:D2:30,boogle2.0,wpa2,"2017-10-26, 02:00:00 PM"
7C:7D:3D:99:C8:C8,MeySiponSi.....,wpa2,"2017-03-03, 03:00:00 PM"
72:70:0D:DA:C9:9C,Felix?s iPhone,wpa2,"2017-06-09, 01:00:00 PM"
70:28:8B:6D:6E:74,None,wpa2,"2017-05-07, 01:00:00 PM"
6E:57:CA:91:CF:12,PoePhone,wpa2,"2017-03-08, 02:00:00 AM"
A2:32:99:95:5C:02,Bwcw-Y2hhbm1hcmtjYXNhbmFyZXM,wep,"2017-03-15, 05:00:00 PM"
70:9F:2D:A0:B1:48,bayanDSLWiFi_B148,wpa2,"2017-05-07, 01:00:00 PM"
9C:E6:E7:EE:BA:6E,B1R3-UmVtb2xhciBGYW1pbHkuLi4u,unknown,"2017-05-07, 01:00:00 PM"
70:9F:2D:A0:41:78,Aurora ,wpa2,"2017-03-26, 03:00:00 PM"
7C:7D:3D:0C:B0:49,HUAWEI-E5330-B049,wpa2,"2017-03-03, 12:00:00 PM"
CC:7B:35:CF:6B:FC,bayanDSLWiFi_6BFC,wpa2,"2017-03-03, 12:00:00 PM"
64:D9:54:09:94:E0,None,wpa2,"2017-06-09, 01:00:00 PM"
74:A5:28:34:88:A7,HUAWEI-E5330-88A7,wpa2,"2017-01-15, 03:00:00 PM"
7C:C7:09:C6:3E:D3,Mitsubishi Wireless TV 327,unknown,"2017-03-26, 03:00:00 PM"
7C:C7:09:FF:AD:33,Chevrolet,wpa2,"2017-02-23, 12:00:00 PM"
68:05:71:5C:C1:EA,Globe Ko To!,wpa2,"2017-03-03, 12:00:00 PM"
C8:3A:35:33:FE:98,jtsmanukan,wpa2,"2017-06-09, 01:00:00 PM"
80:13:82:58:ED:04,Cheeseburger,wpa2,"2017-03-26, 03:00:00 PM"
7C:11:CB:6F:09:09,searching...,wpa2,"2017-07-29, 09:00:00 PM"
6C:5C:14:23:49:26,Althea joy,wpa2,"2017-09-21, 01:00:00 PM"
7C:46:85:5B:A6:65,joier,wpa2,"2017-07-15, 09:00:00 AM"
C8:D7:19:DA:83:02,KALAYAAN,wpa2,"2017-10-17, 12:00:00 PM"
6C:3B:6B:F4:DE:73,B1,wpa2,"2017-10-26, 02:00:00 PM"
78:44:76:21:A4:78,Entei,wpa2,"2017-03-11, 02:00:00 PM"
D0:B2:C4:57:23:67,arbalest,wpa2,"2017-07-29, 09:00:00 PM"
D0:5B:A8:8F:65:60,oredina,wpa2,"2017-03-22, 05:00:00 AM"
D0:7A:B5:0E:4D:97,matriano_wifi,wpa2,"2017-06-09, 01:00:00 PM"
D0:17:C2:B0:17:10,TheLostBread_GUEST,wpa2,"2017-07-29, 09:00:00 PM"
D6:D9:19:CE:BA:07,goprohero4,wpa2,"2017-06-09, 01:00:00 PM"
A2:EC:80:F3:4F:A4,binsent,wpa2,"2017-04-04, 12:00:00 PM"
A2:EC:80:F3:BA:32,smart_rsc,wpa2,"2017-07-29, 09:00:00 PM"
60:A4:4C:78:44:FE,AysusNako,wpa,"2017-10-17, 12:00:00 PM"
74:CC:39:BB:FB:98,Sneaks & Snacks,wpa2,"2017-07-29, 09:00:00 PM"
C4:A8:1D:8F:7F:51,tsunami,unknown,"2017-03-06, 02:00:00 AM"
C4:E9:84:5F:6C:08,HOLYFAMILY,wpa2,"2017-07-29, 09:00:00 PM"
84:16:F9:ED:7E:AC,34E MAAYUSIN,wpa2,"2017-06-09, 01:00:00 PM"
76:4A:A4:F1:3E:58,None,wpa2,"2017-07-29, 09:00:00 PM"
76:4A:A4:C9:21:E9,chuchu,wpa2,"2017-10-28, 02:00:00 PM"
8C:EB:C6:93:4D:5C,QURTNISS,wpa2,"2017-10-26, 02:00:00 PM"
80:13:82:63:C5:4C,HUAWEI-E5330-C54C,wpa2,"2017-05-07, 01:00:00 PM"
8E:79:67:86:C4:17,connect ka?,wpa2,"2017-07-29, 09:00:00 PM"
C8:D7:19:07:EB:5D,Rofiles-Wifi,wpa2,"2017-03-03, 03:00:00 PM"
82:CF:41:23:B3:22,BwSP-QTY5MA,unknown,"2017-03-08, 02:00:00 AM"
88:3F:D3:2B:B7:DC,COOL BEANS,wpa2,"2017-07-29, 09:00:00 PM"
8C:44:35:08:2B:2E,Tenda_082B2E,wpa2,"2017-04-04, 12:00:00 PM"
80:71:7A:E5:03:54,evian2017,wpa2,"2017-07-29, 09:00:00 PM"
80:71:7A:F0:96:49,HUAWEI-E5330-9649,wpa2,"2017-07-15, 09:00:00 AM"
8E:79:67:99:0B:28,Saturday,wpa2,"2017-05-07, 01:00:00 PM"
74:A5:28:B7:62:F0,HUAWEI-E5330-62F0,wpa2,"2017-07-15, 09:00:00 AM"
90:61:0C:12:02:8C,BOOMBOXX,wpa2,"2017-10-26, 02:00:00 PM"
90:61:0C:18:05:AD,PLDTMyDSL-D.N.D,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:33:54:D8,PLDTHOMEREPEATER354D8,wpa2,"2017-05-07, 01:00:00 PM"
80:2A:A8:41:E8:2A,Wireless,wpa2,"2017-06-09, 01:00:00 PM"
E0:91:F5:77:71:88,Rofiles,wpa2,"2017-05-07, 01:00:00 PM"
84:16:F9:4C:AB:D4,OrangeSegment1,wpa2,"2017-07-29, 09:00:00 PM"
84:16:F9:35:53:12,IT-36-01,wpa2,"2017-10-17, 12:00:00 PM"
E0:8E:3C:21:D3:73,Purple Cedar,wpa2,"2017-06-09, 01:00:00 PM"
E0:8E:3C:21:D9:C7,bayanDSLWIFI_D9C7,wpa2,"2017-05-07, 01:00:00 PM"
