Common in ALL,146
BSSID,SSID,Wigle-Encryption,RPi-Encryption,Wigle-Channel,RPi-Channel,Wigle Avg RSSI,RPi Avg RSSI
a0:ab:1b:96:58:e3,Stingray-G,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],36,-81
a0:ab:1b:96:58:e2,Cumm4Me,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],36,-81
90:61:0c:2e:b3:11,PLDTHOMEDSLchurchill,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1,-89
08:95:2a:5b:4b:f4,SKYbroadband3003,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],6,-88
00:26:75:79:d0:73,VK0110,[WPA-PSK-CCMP+TKIP][ESS],2,-83
2c:4d:54:d9:fd:6c,Dunby_5G,[WPA2-PSK-CCMP][WPS][ESS],149,-84
98:de:d0:be:64:28,TP-LINK_6429_5G,[WPA2-PSK-CCMP][WPS][ESS],36,-86
00:26:75:f7:20:e4,benz,[WPA-PSK-CCMP+TKIP][ESS],10,-86
51502_30232_210464820,Globe,HSPA;ph,0,-95
18:d6:c7:23:95:0f,admin,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],149,-87
c8:d7:19:1b:14:27,2017_Trojan_Virus!@&*%,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],48,-86
51502_30232_210464817,Globe,HSPA;ph,0,-95
1c:b7:2c:79:f8:8c,AWESOME.RIBS_5G,[WPA2-PSK-CCMP][WPS][ESS],36,-90
cc:06:77:6f:30:44,SAIGON PHO2,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-66
