Total No. of APs,1365
Box no.,Total APs
0,121
MAC,Persistence,Dates Seen
cc:06:77:60:52:70,3,"04/03/2018, 04/05/2018,"
00:13:33:f4:45:9f,1,"04/03/2018,"
24:df:6a:25:08:07,2,"04/03/2018,"
60:45:cb:0b:7a:62,1,"04/03/2018,"
9c:6f:52:35:15:e9,1,"04/03/2018,"
34:ba:9a:56:04:45,1,"04/03/2018,"
00:13:33:da:f9:62,1,"04/03/2018,"
92:06:28:f9:63:71,1,"04/03/2018,"
1c:74:0d:1a:d8:94,1,"04/03/2018,"
74:4a:a4:69:80:28,1,"04/03/2018,"
f4:9e:ef:d0:b7:bc,2,"04/03/2018, 04/05/2018,"
00:13:33:ea:82:37,3,"04/03/2018, 04/05/2018,"
84:16:f9:ed:7d:f4,3,"04/03/2018, 04/05/2018,"
90:61:0c:41:1e:37,3,"04/03/2018, 04/05/2018,"
e0:8e:3c:1b:9e:cf,3,"04/03/2018, 04/05/2018,"
94:46:96:1d:8a:0d,2,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:3a,3,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:3b,2,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:3c,3,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:39,3,"04/03/2018, 04/05/2018,"
14:b7:f8:62:66:cc,1,"04/03/2018,"
88:d2:74:86:d2:0f,2,"04/05/2018,"
00:13:33:e8:f8:31,2,"04/05/2018,"
62:fe:1e:c1:98:0c,1,"04/05/2018,"
00:13:33:e1:9b:5c,2,"04/05/2018,"
8e:79:67:5a:23:93,1,"04/05/2018,"
ec:8a:4c:94:88:46,1,"04/05/2018,"
94:46:96:19:2a:3e,1,"04/05/2018,"
00:0c:43:30:50:78,2,"04/05/2018,"
e0:8e:3c:1f:f5:73,1,"04/05/2018,"
9c:6f:52:35:15:fc,1,"04/05/2018,"
08:95:2a:e4:a2:19,1,"04/05/2018,"
d0:03:4b:d7:9c:e8,1,"04/05/2018,"
50:09:59:85:97:e5,1,"04/05/2018,"
5c:6a:80:a3:f7:87,1,"04/05/2018,"
00:13:33:fb:45:3d,1,"04/05/2018,"
d8:63:75:b6:bf:7b,1,"04/05/2018,"
00:13:33:f4:44:46,1,"04/05/2018,"
98:9c:57:0b:0e:f2,1,"04/05/2018,"
94:46:96:18:f4:c9,1,"04/05/2018,"
58:7f:66:99:90:79,1,"04/05/2018,"
c4:12:f5:c8:32:d2,1,"04/05/2018,"
cc:06:77:6f:30:40,1,"04/05/2018,"
8c:68:c8:c0:0f:ae,1,"04/05/2018,"
18:d6:c7:48:32:4c,1,"04/05/2018,"
e0:8e:3c:22:2b:d7,1,"04/05/2018,"
90:61:0c:40:d8:7e,1,"04/05/2018,"
74:4a:a4:79:08:14,1,"04/05/2018,"
8c:25:05:5f:cd:c7,1,"04/05/2018,"
36:12:98:50:50:8c,1,"04/05/2018,"
08:78:08:fd:71:82,2,"04/05/2018,"
""
Box no.,Total APs
45,33
MAC,Persistence,Dates Seen
80:29:94:67:88:c1,1,"03/22/2018,"
f0:98:38:07:d1:fc,1,"03/22/2018,"
48:00:33:a7:88:85,1,"03/22/2018,"
e0:8e:3c:1f:f5:d3,2,"03/22/2018, 04/05/2018,"
36:57:60:ae:92:08,1,"03/22/2018,"
90:61:0c:41:1c:a9,1,"03/22/2018,"
00:13:33:f1:0b:30,1,"03/22/2018,"
ac:f9:70:ec:28:b4,1,"03/22/2018,"
f0:98:38:07:dc:7c,1,"03/22/2018,"
bc:c0:0f:2e:88:70,1,"03/22/2018,"
48:7b:6b:f0:6f:a8,1,"03/22/2018,"
f0:98:38:07:74:6c,1,"03/22/2018,"
74:cc:39:97:e8:c8,1,"03/22/2018,"
f4:9e:ef:d0:56:cc,1,"03/22/2018,"
f4:9e:ef:a0:cf:20,2,"03/22/2018, 04/05/2018,"
bc:c0:0f:20:10:98,1,"03/22/2018,"
b8:55:10:2b:0d:5c,1,"03/22/2018,"
94:46:96:18:f0:fa,1,"03/22/2018,"
90:61:0c:3a:11:37,1,"03/22/2018,"
2a:56:5a:bb:53:82,2,"03/22/2018, 04/05/2018,"
00:18:f8:70:f5:2b,1,"03/22/2018,"
50:09:59:85:05:bd,1,"03/22/2018,"
e4:18:6b:c2:3f:30,1,"03/22/2018,"
90:61:0c:36:06:ea,2,"03/22/2018, 04/05/2018,"
94:46:96:13:ac:f5,2,"03/22/2018, 04/05/2018,"
d4:6e:0e:49:f4:72,2,"03/22/2018, 04/05/2018,"
78:c1:a7:03:63:e4,1,"03/22/2018,"
00:23:eb:22:6b:f7,2,"03/22/2018, 04/05/2018,"
06:23:eb:22:6b:f7,1,"03/22/2018,"
d0:17:c2:43:04:a9,1,"04/05/2018,"
88:d2:74:86:bf:9c,1,"04/05/2018,"
00:1f:fb:ba:ba:2d,1,"04/05/2018,"
cc:06:77:e1:6c:38,1,"04/05/2018,"
""
Box no.,Total APs
46,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
47,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
48,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
49,15
MAC,Persistence,Dates Seen
bc:c0:0f:7b:e4:58,1,"04/05/2018,"
cc:06:77:5e:7f:d0,1,"04/05/2018,"
6e:b0:ce:20:7b:98,1,"04/05/2018,"
cc:06:77:76:43:80,1,"04/05/2018,"
bc:c0:0f:1f:8f:f0,2,"04/05/2018,"
14:b7:f8:0b:9b:ab,1,"04/05/2018,"
00:13:33:fe:92:2f,1,"04/05/2018,"
d0:b2:c4:2b:f5:1a,1,"04/05/2018,"
c8:d7:19:19:75:6a,1,"04/05/2018,"
00:13:33:e8:fd:31,1,"04/05/2018,"
12:a0:96:fe:2f:8e,1,"04/05/2018,"
94:46:96:20:6a:48,1,"04/05/2018,"
00:13:33:e8:fe:3f,1,"04/05/2018,"
00:1f:fb:c6:61:89,1,"04/05/2018,"
00:13:33:f5:91:89,1,"04/05/2018,"
""
Box no.,Total APs
50,31
MAC,Persistence,Dates Seen
14:b7:f8:0b:9b:ab,1,"04/05/2018,"
d8:5d:4c:a7:29:e8,3,"04/05/2018,"
5c:54:6d:43:74:e4,2,"04/05/2018,"
90:61:0c:3e:4d:cd,3,"04/05/2018,"
cc:06:77:21:76:10,3,"04/05/2018,"
88:d2:74:86:bf:9c,2,"04/05/2018,"
c8:94:bb:65:de:9b,1,"04/05/2018,"
50:c7:bf:34:32:cc,3,"04/05/2018,"
70:54:d2:0e:ef:4b,3,"04/05/2018,"
ec:1a:59:b4:42:18,1,"04/05/2018,"
84:16:f9:3c:ef:e4,3,"04/05/2018,"
bc:c0:0f:be:99:98,3,"04/05/2018,"
74:cc:39:97:cc:f8,3,"04/05/2018,"
88:d2:74:86:c5:20,2,"04/05/2018,"
4e:f9:5d:85:c5:09,3,"04/05/2018,"
4c:f9:5d:85:c5:08,3,"04/05/2018,"
6e:b0:ce:20:7b:98,3,"04/05/2018,"
6c:b0:ce:20:7b:98,3,"04/05/2018,"
00:13:33:e8:fe:3f,1,"04/05/2018,"
ec:1a:59:21:65:c6,1,"04/05/2018,"
00:13:33:fe:92:2f,1,"04/05/2018,"
74:cc:39:c9:62:68,1,"04/05/2018,"
c0:25:e9:61:09:c0,1,"04/05/2018,"
90:61:0c:2d:d3:d4,1,"04/05/2018,"
48:00:33:62:17:0d,1,"04/05/2018,"
48:00:33:f3:1b:d9,1,"04/05/2018,"
94:46:96:16:11:b9,1,"04/05/2018,"
48:7b:6b:f0:5f:b8,1,"04/05/2018,"
cc:06:77:5e:7f:d0,2,"04/05/2018,"
70:54:d2:1e:99:08,1,"04/05/2018,"
98:e7:f5:f6:07:bf,1,"04/05/2018,"
""
Box no.,Total APs
51,32
MAC,Persistence,Dates Seen
b8:3a:08:5b:21:b1,2,"04/10/2018,"
94:87:7c:b6:ce:e0,2,"04/10/2018,"
74:cc:39:ca:d0:78,2,"04/10/2018,"
50:09:59:85:b9:51,3,"04/10/2018,"
b6:4e:26:4c:12:53,1,"04/10/2018,"
b0:4e:26:4c:12:53,1,"04/10/2018,"
08:95:2a:5b:4b:e4,1,"04/10/2018,"
e4:7d:eb:03:22:2c,1,"04/10/2018,"
14:b7:f8:0b:b5:ff,1,"04/10/2018,"
88:41:fc:d2:3c:60,1,"04/10/2018,"
00:13:33:cf:ee:ad,1,"04/10/2018,"
14:ab:f0:4d:79:30,3,"04/10/2018,"
94:46:96:16:11:b9,1,"04/10/2018,"
74:cc:39:bb:51:38,1,"04/10/2018,"
5c:6a:80:19:ea:c2,1,"04/10/2018,"
4c:81:20:f3:c0:63,1,"04/10/2018,"
90:61:0c:38:1b:94,1,"04/10/2018,"
88:3f:d3:06:54:10,1,"04/10/2018,"
02:1a:11:f5:da:d2,1,"04/10/2018,"
90:61:0c:35:67:e3,1,"04/10/2018,"
90:61:0c:31:98:bf,1,"04/10/2018,"
9c:2a:70:2b:15:7d,1,"04/10/2018,"
d0:b2:c4:2b:f0:92,1,"04/10/2018,"
90:61:0c:3a:43:a0,1,"04/10/2018,"
00:13:33:ef:df:94,1,"04/10/2018,"
4c:72:b9:f4:67:85,1,"04/10/2018,"
84:16:f9:3c:ef:e4,1,"04/10/2018,"
36:69:87:a1:cb:b9,1,"04/10/2018,"
48:f8:b3:e0:c4:6b,1,"04/10/2018,"
50:c7:bf:34:32:cc,1,"04/10/2018,"
74:cc:39:88:84:20,1,"04/10/2018,"
00:26:75:ea:e5:8c,1,"04/10/2018,"
""
Box no.,Total APs
52,81
MAC,Persistence,Dates Seen
00:13:33:e8:f8:31,3,"04/03/2018, 04/05/2018,"
00:13:33:e1:9b:5c,2,"04/03/2018, 04/05/2018,"
00:13:33:ed:60:48,2,"04/03/2018, 04/05/2018,"
cc:06:77:22:fb:60,3,"04/03/2018, 04/05/2018,"
00:13:33:ed:60:4c,2,"04/03/2018, 04/05/2018,"
94:46:96:19:2a:3e,3,"04/03/2018, 04/05/2018,"
cc:06:77:60:52:70,1,"04/03/2018,"
cc:06:77:70:5d:28,2,"04/03/2018, 04/05/2018,"
e4:77:23:a5:0c:cc,4,"04/03/2018, 04/05/2018,"
00:13:33:f4:45:9f,2,"04/03/2018, 04/05/2018,"
b8:3a:08:5b:21:b1,2,"04/03/2018, 04/05/2018,"
84:c9:b2:52:16:e9,5,"04/03/2018, 04/05/2018,"
00:13:33:e1:c5:5a,4,"04/03/2018, 04/05/2018,"
00:25:9c:0d:bd:75,3,"04/03/2018, 04/05/2018,"
94:46:96:1f:ef:be,2,"04/03/2018, 04/05/2018,"
f0:98:38:72:db:98,3,"04/03/2018, 04/05/2018,"
e6:8d:8c:ae:62:a3,2,"04/03/2018, 04/05/2018,"
94:87:7c:b6:ce:e0,1,"04/03/2018,"
92:06:28:f9:63:71,1,"04/03/2018,"
c8:3a:35:34:d2:50,2,"04/03/2018, 04/05/2018,"
00:13:33:da:f9:62,3,"04/03/2018, 04/05/2018,"
7c:8b:ca:56:48:88,2,"04/03/2018, 04/05/2018,"
98:de:d0:cc:d4:72,1,"04/03/2018,"
fc:b4:e6:82:4d:84,1,"04/03/2018,"
18:de:d7:34:4c:cc,3,"04/05/2018,"
cc:06:77:60:3e:98,3,"04/05/2018,"
36:12:98:50:50:8c,5,"04/05/2018,"
8c:79:67:b6:4a:82,5,"04/05/2018,"
00:e0:20:3b:00:75,2,"04/05/2018,"
74:4a:a4:69:80:28,1,"04/05/2018,"
74:cc:39:bb:51:38,1,"04/05/2018,"
34:ba:9a:56:83:b0,1,"04/05/2018,"
e0:8e:3c:1f:f5:73,1,"04/05/2018,"
00:13:33:ea:82:37,1,"04/05/2018,"
88:d2:74:86:d2:0f,1,"04/05/2018,"
62:fe:1e:c1:98:0c,1,"04/05/2018,"
b6:4e:26:4c:12:53,1,"04/05/2018,"
ba:4e:26:4c:12:53,1,"04/05/2018,"
00:13:33:dc:91:af,1,"04/05/2018,"
d0:03:4b:d7:9c:e8,1,"04/05/2018,"
5c:6a:80:a3:32:23,1,"04/05/2018,"
8e:79:67:5a:23:93,1,"04/05/2018,"
00:13:33:fb:45:39,1,"04/05/2018,"
48:fd:8e:b8:e5:bc,1,"04/05/2018,"
00:13:33:fb:45:3b,1,"04/05/2018,"
00:13:33:fb:45:3c,1,"04/05/2018,"
00:13:33:fb:45:3d,1,"04/05/2018,"
84:16:f9:ed:7d:f4,2,"04/05/2018,"
00:0c:43:30:50:78,1,"04/05/2018,"
00:13:33:fb:45:3a,1,"04/05/2018,"
14:b7:f8:62:66:cc,2,"04/05/2018,"
e0:8e:3c:1b:9e:cf,2,"04/05/2018,"
cc:06:77:61:f6:08,1,"04/05/2018,"
90:61:0c:41:1e:37,2,"04/05/2018,"
e0:8e:3c:21:d1:67,1,"04/05/2018,"
e0:8e:3c:20:15:33,2,"04/05/2018,"
74:4a:a4:79:08:14,1,"04/05/2018,"
78:c1:a7:05:44:18,1,"04/05/2018,"
f4:9e:ef:d0:b7:bc,3,"04/05/2018,"
e6:8d:8c:ae:62:a4,2,"04/05/2018,"
d8:63:75:b6:bf:7b,1,"04/05/2018,"
e0:8e:3c:2f:44:45,1,"04/05/2018,"
bc:3d:85:9a:e0:c8,1,"04/05/2018,"
14:b7:f8:63:12:6a,1,"04/05/2018,"
18:d6:c7:48:32:4c,1,"04/05/2018,"
f0:98:38:9f:a6:e4,1,"04/05/2018,"
1c:15:1f:15:c5:9e,1,"04/05/2018,"
48:db:50:b2:27:63,1,"04/05/2018,"
4e:66:41:18:f2:1b,1,"04/05/2018,"
2a:3f:69:6c:4a:a1,1,"04/05/2018,"
e4:8d:8c:ae:62:a2,1,"04/05/2018,"
e6:8d:8c:ae:62:a2,1,"04/05/2018,"
34:ba:9a:57:34:aa,1,"04/05/2018,"
5c:54:6d:43:94:3c,1,"04/05/2018,"
ee:1d:7f:64:87:37,1,"04/05/2018,"
34:ba:9a:57:79:f1,1,"04/05/2018,"
88:3f:d3:06:45:0c,1,"04/05/2018,"
60:31:97:b4:71:96,1,"04/05/2018,"
c4:ff:1f:57:8c:b4,1,"04/05/2018,"
aa:63:df:ea:6b:d1,1,"04/05/2018,"
9c:6f:52:35:15:fc,1,"04/05/2018,"
""
Box no.,Total APs
53,91
MAC,Persistence,Dates Seen
8c:4c:ad:01:5d:10,1,"03/14/2018,"
84:c9:b2:52:16:e9,8,"03/14/2018, 04/03/2018, 04/05/2018,"
f0:98:38:72:db:98,3,"03/14/2018, 04/03/2018,"
cc:06:77:60:52:70,5,"03/14/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:1f:f5:73,5,"03/14/2018, 04/03/2018, 04/05/2018,"
f0:98:38:9f:a6:e4,4,"03/14/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:22:2b:d7,2,"03/14/2018, 04/03/2018,"
00:13:33:e8:f8:31,7,"03/14/2018, 04/03/2018, 04/05/2018,"
94:46:96:19:2a:3e,5,"03/14/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:26:15:1c,1,"03/14/2018,"
d0:03:4b:d7:9c:e8,5,"03/14/2018, 04/03/2018, 04/05/2018,"
94:46:96:16:11:b9,1,"03/14/2018,"
50:09:59:85:97:e5,4,"03/14/2018, 04/03/2018, 04/05/2018,"
f4:9e:ef:d0:b7:bc,8,"03/14/2018, 04/03/2018, 04/05/2018,"
00:13:33:ea:82:37,3,"03/14/2018, 04/05/2018,"
00:13:33:e1:9b:5c,6,"03/14/2018, 04/03/2018, 04/05/2018,"
88:d2:74:86:d2:0f,6,"03/14/2018, 04/03/2018, 04/05/2018,"
c4:12:f5:c8:32:d2,1,"03/14/2018,"
b0:c7:45:16:cc:78,1,"03/14/2018,"
c0:56:27:65:cb:9e,4,"03/14/2018, 04/03/2018, 04/05/2018,"
cc:06:77:70:5d:28,6,"03/14/2018, 04/03/2018, 04/05/2018,"
cc:06:77:22:fb:78,3,"03/14/2018, 04/03/2018, 04/05/2018,"
94:46:96:1f:ef:be,10,"03/14/2018, 04/03/2018, 04/05/2018,"
24:df:6a:25:08:07,1,"04/03/2018,"
7c:8b:ca:56:48:88,5,"04/03/2018, 04/05/2018,"
00:13:33:da:f9:62,5,"04/03/2018, 04/05/2018,"
00:13:33:e1:c5:5a,7,"04/03/2018, 04/05/2018,"
00:13:33:f4:45:9f,5,"04/03/2018, 04/05/2018,"
14:cc:20:ea:ef:e0,2,"04/03/2018,"
00:25:9c:0d:bd:75,5,"04/03/2018, 04/05/2018,"
18:de:d7:34:4c:cc,5,"04/03/2018, 04/05/2018,"
74:4a:a4:69:80:28,2,"04/03/2018,"
5c:54:6d:43:94:3c,5,"04/03/2018, 04/05/2018,"
00:26:75:f5:fe:bc,2,"04/03/2018,"
de:53:60:96:fe:f6,1,"04/03/2018,"
9c:6f:52:35:15:fc,4,"04/03/2018, 04/05/2018,"
cc:06:77:21:02:b0,3,"04/03/2018, 04/05/2018,"
cc:06:77:22:fb:60,4,"04/03/2018, 04/05/2018,"
5c:6a:80:a3:32:23,2,"04/03/2018, 04/05/2018,"
e0:8e:3c:1b:9e:cf,4,"04/03/2018, 04/05/2018,"
14:b7:f8:63:12:6a,1,"04/03/2018,"
90:61:0c:41:1e:37,4,"04/03/2018, 04/05/2018,"
e0:8e:3c:2f:44:45,1,"04/03/2018,"
84:16:f9:ed:7d:f4,3,"04/03/2018, 04/05/2018,"
e4:77:23:a5:0c:cc,5,"04/03/2018, 04/05/2018,"
00:e0:20:3b:00:75,1,"04/03/2018,"
e0:8e:3c:22:3b:93,1,"04/03/2018,"
b8:3a:08:5b:21:b1,2,"04/03/2018,"
cc:06:77:71:1c:48,1,"04/03/2018,"
c0:21:0d:b9:f1:07,1,"04/03/2018,"
88:3f:d3:06:45:0c,2,"04/03/2018, 04/05/2018,"
18:d6:c7:48:32:4c,2,"04/03/2018, 04/05/2018,"
94:87:7c:b6:ce:e0,2,"04/03/2018, 04/05/2018,"
5c:f2:86:21:c7:ad,1,"04/03/2018,"
60:31:97:b4:71:96,2,"04/03/2018, 04/05/2018,"
00:13:33:ed:60:48,3,"04/03/2018, 04/05/2018,"
00:13:33:ed:60:4c,2,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:3d,1,"04/05/2018,"
00:13:33:fb:45:39,1,"04/05/2018,"
00:13:33:fb:45:3c,1,"04/05/2018,"
14:b7:f8:62:66:cc,1,"04/05/2018,"
ec:8a:4c:94:88:46,1,"04/05/2018,"
00:13:33:fb:45:3a,1,"04/05/2018,"
94:46:96:1d:8a:0d,1,"04/05/2018,"
00:13:33:fb:45:3b,1,"04/05/2018,"
74:4a:a4:79:08:14,3,"04/05/2018,"
e0:8e:3c:20:15:33,1,"04/05/2018,"
cc:06:77:60:3e:98,3,"04/05/2018,"
36:12:98:50:50:8c,5,"04/05/2018,"
8c:79:67:b6:4a:82,5,"04/05/2018,"
7e:67:a2:7b:51:c4,2,"04/05/2018,"
34:ba:9a:57:79:f1,2,"04/05/2018,"
7c:8b:ca:56:3e:34,2,"04/05/2018,"
c4:ff:1f:57:8c:b4,2,"04/05/2018,"
7c:8b:ca:56:66:ac,2,"04/05/2018,"
0a:47:c9:46:96:23,1,"04/05/2018,"
c8:3a:35:34:d2:50,2,"04/05/2018,"
8c:25:05:5f:cd:c7,1,"04/05/2018,"
08:78:08:fd:71:82,1,"04/05/2018,"
e6:8d:8c:ae:62:a2,1,"04/05/2018,"
e6:8d:8c:ae:62:a3,1,"04/05/2018,"
e6:8d:8c:ae:62:a4,2,"04/05/2018,"
e6:8d:8c:ae:62:a5,1,"04/05/2018,"
e4:8d:8c:ae:62:a2,1,"04/05/2018,"
aa:63:df:ea:6b:d1,1,"04/05/2018,"
fa:d0:27:33:fb:f8,1,"04/05/2018,"
48:db:50:b2:27:63,1,"04/05/2018,"
4e:66:41:18:f2:1b,1,"04/05/2018,"
2a:3f:69:6c:4a:a1,1,"04/05/2018,"
ee:1d:7f:64:87:37,1,"04/05/2018,"
8c:4c:ad:01:a3:c0,1,"04/05/2018,"
""
Box no.,Total APs
54,48
MAC,Persistence,Dates Seen
d2:5b:a8:b0:55:49,3,"03/22/2018, 04/05/2018, 04/10/2018,"
f0:98:38:07:74:6c,2,"03/22/2018, 04/05/2018,"
bc:c0:0f:20:19:50,2,"03/22/2018, 04/10/2018,"
bc:c0:0f:20:10:98,4,"03/22/2018, 04/05/2018, 04/10/2018,"
80:29:94:67:88:c1,2,"03/22/2018, 04/10/2018,"
f4:9e:ef:d0:56:cc,3,"03/22/2018, 04/05/2018, 04/10/2018,"
00:18:f8:70:f5:2b,4,"03/22/2018, 04/05/2018, 04/10/2018,"
90:61:0c:3a:05:28,3,"03/22/2018, 04/05/2018, 04/10/2018,"
bc:c0:0f:7b:e4:58,1,"03/22/2018,"
2a:56:5a:bb:53:82,2,"03/22/2018, 04/10/2018,"
90:61:0c:3a:11:37,1,"03/22/2018,"
90:61:0c:18:b5:14,2,"03/22/2018, 04/10/2018,"
b8:55:10:2b:0d:5c,1,"03/22/2018,"
48:00:33:a7:88:85,1,"03/22/2018,"
34:ce:00:10:e8:36,2,"04/05/2018, 04/10/2018,"
34:ce:00:1e:67:3d,1,"04/05/2018,"
88:3f:d3:05:cc:74,2,"04/05/2018, 04/10/2018,"
ac:f9:70:ec:28:b4,3,"04/05/2018, 04/10/2018,"
46:d2:44:4c:c3:eb,1,"04/05/2018,"
48:fd:8e:b9:1b:94,1,"04/05/2018,"
ec:08:6b:60:46:7e,1,"04/05/2018,"
cc:06:77:e1:40:c0,2,"04/05/2018, 04/10/2018,"
f0:98:38:07:d1:fc,1,"04/05/2018,"
f0:98:38:07:dc:7c,2,"04/05/2018,"
c8:6c:87:9a:52:2a,1,"04/05/2018,"
00:1f:33:22:23:45,1,"04/05/2018,"
bc:c0:0f:2e:88:70,2,"04/05/2018, 04/10/2018,"
94:fb:b2:59:f1:58,2,"04/05/2018,"
62:38:e0:10:23:4e,1,"04/05/2018,"
00:26:75:f9:d8:6e,2,"04/05/2018,"
60:38:e0:13:23:4e,2,"04/05/2018,"
fc:b4:e6:a9:0b:d4,2,"04/05/2018, 04/10/2018,"
f0:98:38:3d:92:5c,1,"04/05/2018,"
48:7b:6b:f0:6f:a8,1,"04/05/2018,"
34:ba:9a:56:28:e6,1,"04/05/2018,"
cc:5d:4e:f1:a5:00,2,"04/05/2018, 04/10/2018,"
d0:b2:c4:56:f7:ef,1,"04/05/2018,"
f0:8c:fb:81:b5:c8,1,"04/05/2018,"
e4:18:6b:c2:3f:30,2,"04/05/2018, 04/10/2018,"
e0:8e:3c:21:37:3b,1,"04/10/2018,"
c8:3a:35:51:d4:00,1,"04/10/2018,"
94:0e:6b:65:e2:67,1,"04/10/2018,"
cc:06:77:e1:6c:38,1,"04/10/2018,"
8c:34:fd:69:1d:b6,1,"04/10/2018,"
34:4b:50:49:07:7f,1,"04/10/2018,"
20:25:64:c6:99:29,1,"04/10/2018,"
b4:75:0e:15:69:c2,1,"04/10/2018,"
fa:8f:ca:65:6d:32,1,"04/10/2018,"
""
Box no.,Total APs
55,15
MAC,Persistence,Dates Seen
94:fb:b2:59:f1:58,1,"04/05/2018,"
62:38:e0:10:23:4e,1,"04/05/2018,"
00:18:f8:70:f5:2b,1,"04/05/2018,"
00:26:75:f9:d8:6e,2,"04/05/2018,"
60:38:e0:13:23:4e,2,"04/05/2018,"
bc:96:80:2b:20:d5,1,"04/05/2018,"
90:61:0c:37:76:e9,1,"04/05/2018,"
cc:06:77:e1:6c:38,1,"04/05/2018,"
48:00:33:a7:88:85,1,"04/05/2018,"
d0:04:92:01:1c:e0,1,"04/05/2018,"
bc:c0:0f:7b:e4:58,1,"04/05/2018,"
00:13:33:ed:62:78,1,"04/05/2018,"
34:ce:00:10:e8:36,1,"04/05/2018,"
cc:06:77:e1:40:c0,1,"04/05/2018,"
cc:06:77:70:7b:f8,1,"04/05/2018,"
""
Box no.,Total APs
56,12
MAC,Persistence,Dates Seen
cc:06:77:e1:40:c0,1,"04/05/2018,"
bc:c0:0f:7b:e4:58,1,"04/05/2018,"
cc:06:77:70:7b:f8,1,"04/05/2018,"
38:d5:47:0d:ce:3c,1,"04/05/2018,"
60:83:34:4f:5d:98,1,"04/05/2018,"
38:d5:47:0d:ce:39,1,"04/05/2018,"
ec:08:6b:5b:27:ef,1,"04/05/2018,"
00:23:69:f8:41:b6,1,"04/05/2018,"
74:cc:39:97:e8:c8,1,"04/05/2018,"
84:16:f9:70:42:18,1,"04/05/2018,"
ac:22:0b:d2:aa:80,1,"04/05/2018,"
40:9b:cd:60:00:e8,1,"04/05/2018,"
""
Box no.,Total APs
57,9
MAC,Persistence,Dates Seen
ac:22:0b:d2:aa:80,1,"04/05/2018,"
90:61:0c:11:d6:cb,1,"04/05/2018,"
00:18:f8:70:f5:2b,1,"04/05/2018,"
40:9b:cd:60:00:e8,1,"04/05/2018,"
f0:8c:fb:7f:ec:d0,1,"04/05/2018,"
88:d2:74:86:bf:9c,1,"04/05/2018,"
48:00:33:a8:8d:7d,1,"04/05/2018,"
48:00:33:62:4c:59,1,"04/05/2018,"
70:5a:9e:40:f5:e2,1,"04/05/2018,"
""
Box no.,Total APs
58,4
MAC,Persistence,Dates Seen
00:13:33:e8:f8:c7,1,"04/10/2018,"
90:61:0c:10:58:38,1,"04/10/2018,"
c0:56:27:38:7f:12,1,"04/10/2018,"
48:00:33:62:4c:59,1,"04/10/2018,"
""
Box no.,Total APs
59,58
MAC,Persistence,Dates Seen
74:cc:39:97:cc:f8,2,"04/05/2018,"
4c:f9:5d:85:c5:08,2,"04/05/2018,"
4e:f9:5d:85:c5:09,2,"04/05/2018,"
6e:b0:ce:20:7b:98,1,"04/05/2018,"
98:e7:f5:f6:07:bf,2,"04/05/2018,"
6c:b0:ce:20:7b:98,2,"04/05/2018,"
bc:c0:0f:1f:8f:f0,2,"04/05/2018,"
b8:3a:08:5b:21:b1,1,"04/05/2018,"
00:13:33:fe:92:2f,2,"04/05/2018,"
c4:ff:1f:57:8c:b4,3,"04/05/2018, 04/10/2018,"
00:0f:02:6b:1c:50,1,"04/05/2018,"
00:13:33:e8:fe:3f,2,"04/05/2018,"
ec:1a:59:21:65:c6,2,"04/05/2018,"
74:cc:39:c9:62:68,2,"04/05/2018,"
c0:25:e9:61:09:c0,1,"04/05/2018,"
bc:c0:0f:be:99:98,1,"04/05/2018,"
50:c7:bf:34:32:cc,1,"04/05/2018,"
d8:5d:4c:a7:29:e8,3,"04/05/2018, 04/10/2018,"
48:00:33:f3:1b:d9,1,"04/05/2018,"
90:61:0c:3e:4d:cd,1,"04/05/2018,"
cc:06:77:21:76:10,3,"04/05/2018, 04/10/2018,"
48:00:33:62:17:0d,1,"04/05/2018,"
70:54:d2:0e:ef:4b,1,"04/05/2018,"
94:46:96:16:11:b9,1,"04/05/2018,"
88:d2:74:86:bf:9c,3,"04/05/2018, 04/10/2018,"
88:d2:74:86:c5:20,1,"04/05/2018,"
88:3f:d3:2c:54:d8,1,"04/05/2018,"
00:18:39:5f:fe:f6,1,"04/05/2018,"
74:cc:39:ca:5b:48,1,"04/05/2018,"
00:13:33:e8:f8:c7,3,"04/05/2018, 04/10/2018,"
4c:81:20:f3:c0:63,2,"04/05/2018,"
94:fb:b2:47:16:7c,1,"04/05/2018,"
48:7b:6b:f0:5f:b8,2,"04/05/2018, 04/10/2018,"
c0:56:27:38:7f:12,2,"04/05/2018,"
70:5a:9e:40:f5:e2,1,"04/05/2018,"
7c:05:07:38:cb:bc,3,"04/05/2018, 04/10/2018,"
90:61:0c:41:12:55,2,"04/05/2018,"
cc:06:77:e1:0d:58,2,"04/05/2018, 04/10/2018,"
f0:98:38:72:c4:58,1,"04/05/2018,"
f8:1a:67:a5:d5:26,2,"04/05/2018, 04/10/2018,"
