Total No. of APs,1365
Box no.,Total APs
0,121
MAC,Persistence,Dates Seen
cc:06:77:22:75:c0,4,"04/02/2018, 04/05/2018, 04/10/2018,"
90:61:0c:16:73:f9,1,"04/02/2018,"
00:11:22:10:cf:6c,1,"04/02/2018,"
c0:56:27:d3:db:d1,1,"04/02/2018,"
c2:56:27:d3:db:d2,1,"04/02/2018,"
34:cd:be:53:ee:76,1,"04/05/2018,"
90:61:0c:2c:b3:82,2,"04/05/2018,"
08:95:2a:e4:82:a2,1,"04/05/2018,"
00:04:ed:24:f9:34,1,"04/05/2018,"
00:1b:2f:5e:54:c0,2,"04/05/2018, 04/10/2018,"
00:13:33:fe:42:5c,1,"04/05/2018,"
f4:f2:6d:94:56:14,1,"04/05/2018,"
98:e7:f5:93:a6:c6,1,"04/05/2018,"
cc:06:77:e1:6c:38,1,"04/05/2018,"
0e:41:58:01:17:1b,1,"04/10/2018,"
74:a5:28:a8:8f:01,2,"04/10/2018,"
3c:52:82:fe:00:61,2,"04/10/2018,"
f0:98:38:07:74:6c,1,"04/10/2018,"
36:69:87:5e:a4:62,1,"04/10/2018,"
fc:8b:97:27:83:e0,1,"04/10/2018,"
cc:06:77:e1:80:f8,2,"04/10/2018,"
00:13:33:df:9b:c2,1,"04/10/2018,"
94:a7:b7:3c:f9:77,2,"04/10/2018,"
36:69:87:9e:3b:ed,2,"04/10/2018,"
90:61:0c:3a:43:1c,2,"04/10/2018,"
00:1f:fb:ac:3e:9d,1,"04/10/2018,"
fc:b4:e6:4a:e2:16,1,"04/10/2018,"
fc:75:16:99:d7:b4,1,"04/10/2018,"
""
Box no.,Total APs
19,40
MAC,Persistence,Dates Seen
88:d7:f6:a6:38:34,2,"04/05/2018, 04/10/2018,"
fc:b4:e6:4a:e2:16,2,"04/05/2018, 04/10/2018,"
f4:f2:6d:94:56:14,2,"04/05/2018, 04/10/2018,"
cc:06:77:5e:61:e8,1,"04/05/2018,"
e0:8e:3c:2f:3e:6d,2,"04/05/2018, 04/10/2018,"
ec:08:6b:4f:57:ad,1,"04/05/2018,"
94:a7:b7:3c:ff:ff,1,"04/05/2018,"
94:a7:b7:3c:f9:77,3,"04/05/2018, 04/10/2018,"
4c:81:20:f3:b0:d4,2,"04/05/2018, 04/10/2018,"
4c:81:20:f3:b0:d3,2,"04/05/2018, 04/10/2018,"
e8:de:27:ca:84:28,2,"04/05/2018, 04/10/2018,"
94:46:96:19:2a:e3,5,"04/05/2018, 04/10/2018,"
46:d2:44:4e:55:73,1,"04/05/2018,"
1e:74:0d:02:42:c0,2,"04/05/2018, 04/10/2018,"
bc:c0:0f:20:1b:00,3,"04/05/2018, 04/10/2018,"
08:10:74:62:0f:1e,3,"04/05/2018, 04/10/2018,"
aa:6b:ad:5e:b8:8d,1,"04/05/2018,"
38:46:08:f3:3d:24,1,"04/10/2018,"
fc:75:16:99:d7:b4,2,"04/10/2018,"
80:16:f9:b4:52:82,1,"04/10/2018,"
5c:54:6d:43:78:9c,2,"04/10/2018,"
bc:c0:0f:7b:d7:08,2,"04/10/2018,"
f0:9f:c2:27:9d:b9,2,"04/10/2018,"
88:3f:d3:06:4e:d0,2,"04/10/2018,"
f2:9f:c2:27:9d:b9,2,"04/10/2018,"
cc:06:77:23:06:e8,2,"04/10/2018,"
c8:93:46:47:ad:f2,1,"04/10/2018,"
cc:06:77:e1:80:f8,1,"04/10/2018,"
fc:b4:e6:82:30:f0,1,"04/10/2018,"
a4:2b:b0:d9:10:26,1,"04/10/2018,"
90:61:0c:37:67:ee,1,"04/10/2018,"
d0:b2:c4:46:9b:7f,1,"04/10/2018,"
cc:50:0a:5f:eb:00,1,"04/10/2018,"
14:ab:f0:4d:9d:80,2,"04/10/2018,"
08:95:2a:5e:2e:b2,2,"04/10/2018,"
cc:06:77:5c:bd:58,2,"04/10/2018,"
4c:f9:5d:85:a1:d4,1,"04/10/2018,"
84:16:f9:b4:52:82,1,"04/10/2018,"
36:69:87:9e:3b:ed,1,"04/10/2018,"
5c:6a:80:a3:6f:2b,1,"04/10/2018,"
""
Box no.,Total APs
20,37
MAC,Persistence,Dates Seen
bc:c0:0f:20:1b:00,3,"04/05/2018, 04/10/2018,"
08:10:74:62:0f:1e,2,"04/05/2018, 04/10/2018,"
bc:c0:0f:7b:d7:08,3,"04/05/2018, 04/10/2018,"
cc:06:77:5c:bd:58,1,"04/05/2018,"
80:16:f9:b4:52:82,2,"04/05/2018, 04/10/2018,"
84:16:f9:b4:52:82,2,"04/05/2018, 04/10/2018,"
18:de:d7:34:38:8c,1,"04/05/2018,"
cc:50:0a:5f:eb:00,1,"04/05/2018,"
36:68:95:5d:fc:62,1,"04/05/2018,"
38:d8:2f:2b:f5:ec,3,"04/05/2018, 04/10/2018,"
00:26:75:e3:d1:40,1,"04/05/2018,"
fc:8b:97:ec:1f:30,3,"04/05/2018, 04/10/2018,"
68:7f:74:d2:13:7e,2,"04/05/2018, 04/10/2018,"
88:3f:d3:06:4e:d0,3,"04/05/2018, 04/10/2018,"
7c:11:cb:6e:fe:af,2,"04/05/2018, 04/10/2018,"
c0:56:27:90:c5:57,1,"04/05/2018,"
90:61:0c:37:67:ee,3,"04/05/2018, 04/10/2018,"
00:90:a9:10:93:eb,2,"04/05/2018, 04/10/2018,"
b6:4e:26:4c:12:53,1,"04/05/2018,"
00:90:a9:0e:55:0b,2,"04/05/2018, 04/10/2018,"
88:d7:f6:a6:38:34,1,"04/10/2018,"
cc:06:77:e1:80:f8,1,"04/10/2018,"
d0:b2:c4:46:9b:7f,1,"04/10/2018,"
ec:08:6b:4f:57:ad,1,"04/10/2018,"
cc:06:77:6e:c9:98,1,"04/10/2018,"
00:13:33:fc:cd:fa,1,"04/10/2018,"
e8:de:27:ca:84:28,2,"04/10/2018,"
a0:f3:c1:fb:66:dc,1,"04/10/2018,"
94:46:96:19:2a:e3,2,"04/10/2018,"
18:a3:e8:1e:a2:10,1,"04/10/2018,"
46:d2:44:4e:55:73,1,"04/10/2018,"
1e:74:0d:02:42:c0,1,"04/10/2018,"
14:ab:f0:4d:9d:80,1,"04/10/2018,"
4c:f9:5d:85:a1:d4,1,"04/10/2018,"
08:95:2a:5e:2e:b2,1,"04/10/2018,"
94:a7:b7:26:48:d0,1,"04/10/2018,"
90:61:0c:11:8d:26,1,"04/10/2018,"
""
Box no.,Total APs
21,75
MAC,Persistence,Dates Seen
e4:7d:eb:10:14:d2,2,"04/03/2018, 04/10/2018,"
48:00:33:a7:e7:a1,3,"04/03/2018, 04/10/2018,"
cc:06:77:62:c4:a8,1,"04/03/2018,"
94:46:96:1d:46:ce,2,"04/03/2018, 04/05/2018,"
00:13:33:df:9b:b8,3,"04/03/2018, 04/05/2018, 04/10/2018,"
ba:4e:26:4c:12:53,1,"04/03/2018,"
e0:8e:3c:19:9c:bb,3,"04/03/2018, 04/05/2018, 04/10/2018,"
b0:4e:26:4c:12:53,1,"04/03/2018,"
00:90:a9:0e:55:0b,4,"04/03/2018, 04/05/2018, 04/10/2018,"
00:13:33:e1:63:df,3,"04/03/2018, 04/05/2018, 04/10/2018,"
5c:f2:86:23:5b:d8,1,"04/03/2018,"
50:09:59:83:80:35,3,"04/03/2018, 04/05/2018, 04/10/2018,"
b6:4e:26:4c:12:53,1,"04/03/2018,"
90:61:0c:11:8d:26,5,"04/03/2018, 04/05/2018, 04/10/2018,"
14:b7:f8:0b:38:33,1,"04/03/2018,"
00:90:a9:10:93:eb,4,"04/03/2018, 04/10/2018,"
00:13:33:e8:fd:31,3,"04/03/2018, 04/10/2018,"
70:5a:9e:84:02:80,1,"04/03/2018,"
7c:11:cb:6e:fe:af,3,"04/03/2018, 04/10/2018,"
00:21:29:9d:a8:2f,4,"04/03/2018, 04/05/2018, 04/10/2018,"
70:5a:9e:92:6f:f4,1,"04/03/2018,"
94:46:96:17:00:3d,3,"04/03/2018, 04/05/2018, 04/10/2018,"
e0:8e:3c:2d:fa:d5,3,"04/03/2018, 04/10/2018,"
cc:06:77:6f:30:40,1,"04/03/2018,"
62:fe:1e:c1:98:0c,1,"04/05/2018,"
00:26:75:f7:27:a0,1,"04/05/2018,"
5c:6a:80:1a:25:c6,1,"04/05/2018,"
ee:1d:7f:a1:32:b7,1,"04/05/2018,"
b4:2a:0e:29:fe:25,3,"04/05/2018, 04/10/2018,"
68:7f:74:d2:13:7e,1,"04/10/2018,"
18:a3:e8:1e:a2:10,2,"04/10/2018,"
00:90:a9:10:89:7b,2,"04/10/2018,"
cc:50:0a:5f:eb:00,2,"04/10/2018,"
94:44:52:c2:20:9b,2,"04/10/2018,"
bc:c0:0f:7b:b5:b8,1,"04/10/2018,"
ec:08:6b:4f:57:ad,1,"04/10/2018,"
14:b7:f8:0b:44:97,3,"04/10/2018,"
10:bf:48:b2:90:9c,1,"04/10/2018,"
50:09:59:85:97:e9,2,"04/10/2018,"
00:0c:43:30:50:08,1,"04/10/2018,"
48:00:33:62:34:51,1,"04/10/2018,"
88:d2:74:86:bf:9c,1,"04/10/2018,"
94:a7:b7:3c:f7:ee,1,"04/10/2018,"
cc:06:77:6e:c9:98,2,"04/10/2018,"
a0:f3:c1:fb:66:dc,1,"04/10/2018,"
58:70:c6:f5:fc:38,1,"04/10/2018,"
00:13:33:ea:7b:21,1,"04/10/2018,"
00:90:a9:10:89:7c,1,"04/10/2018,"
94:a7:b7:26:48:d0,3,"04/10/2018,"
78:c1:a7:02:90:f8,2,"04/10/2018,"
02:1a:11:ff:fc:f5,1,"04/10/2018,"
00:13:33:fa:b9:f7,2,"04/10/2018,"
0c:f4:d5:15:99:28,2,"04/10/2018,"
1c:74:0d:17:c9:a0,1,"04/10/2018,"
00:13:33:ea:7b:20,1,"04/10/2018,"
ec:8c:a2:30:ff:28,1,"04/10/2018,"
b0:c1:9e:30:5e:25,1,"04/10/2018,"
d4:a1:48:6e:37:88,1,"04/10/2018,"
f0:98:38:07:ce:cc,1,"04/10/2018,"
2c:26:c5:1e:b3:c4,1,"04/10/2018,"
f8:23:b2:ed:84:fa,1,"04/10/2018,"
34:ba:9a:55:c5:b6,1,"04/10/2018,"
f0:98:38:07:78:bc,1,"04/10/2018,"
14:ab:f0:4c:c1:b0,1,"04/10/2018,"
34:ba:9a:54:cc:61,1,"04/10/2018,"
f0:98:38:72:b5:48,1,"04/10/2018,"
36:69:87:a1:ad:7b,2,"04/10/2018,"
50:c7:bf:7a:fc:16,1,"04/10/2018,"
fc:8b:97:ec:1f:30,1,"04/10/2018,"
00:02:6f:a8:9d:ec,1,"04/10/2018,"
70:5a:9e:41:1f:16,1,"04/10/2018,"
90:61:0c:37:67:ee,1,"04/10/2018,"
38:46:08:f3:47:24,1,"04/10/2018,"
9e:ae:d3:f7:81:71,1,"04/10/2018,"
58:70:c6:f5:f0:5e,1,"04/10/2018,"
""
Box no.,Total APs
22,114
MAC,Persistence,Dates Seen
f0:98:38:07:ce:cc,13,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
cc:79:cf:f2:f2:15,1,"03/14/2018,"
00:90:a9:10:89:7b,7,"03/14/2018, 04/03/2018, 04/05/2018,"
00:90:a9:10:89:7c,7,"03/14/2018, 04/03/2018, 04/05/2018,"
ec:8c:a2:30:ff:28,6,"03/14/2018, 04/03/2018, 04/05/2018,"
0c:f4:d5:15:99:28,9,"03/14/2018, 04/03/2018, 04/05/2018,"
38:d5:47:3b:a9:6f,1,"03/14/2018,"
f0:98:38:72:b5:48,10,"03/14/2018, 04/03/2018, 04/05/2018,"
f0:98:38:a0:02:64,11,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
50:68:0a:c4:fc:88,3,"03/14/2018, 04/03/2018,"
00:13:33:df:9b:b8,8,"03/14/2018, 04/03/2018, 04/05/2018,"
00:13:33:e1:63:df,13,"03/14/2018, 04/03/2018, 04/05/2018,"
2c:26:c5:1e:b3:c4,1,"03/14/2018,"
00:90:a9:0e:55:0b,9,"03/14/2018, 04/03/2018, 04/05/2018,"
30:b5:c2:b5:33:12,1,"03/14/2018,"
ee:1d:7f:a1:32:b7,2,"03/14/2018, 04/05/2018,"
aa:a6:68:7a:65:68,5,"03/14/2018, 04/05/2018,"
94:46:96:1d:46:ce,14,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
70:5a:9e:84:02:80,5,"03/14/2018, 04/03/2018,"
00:13:33:fa:b9:f7,2,"03/14/2018, 04/05/2018,"
b4:2a:0e:29:fe:25,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:2d:fa:d5,9,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
36:69:87:c0:03:0d,1,"03/14/2018,"
88:d2:74:86:c4:cb,1,"03/14/2018,"
14:ab:f0:4c:c1:b0,2,"03/14/2018, 04/03/2018,"
48:00:33:a7:e7:a1,6,"03/14/2018, 04/03/2018, 04/05/2018,"
fc:3f:7c:32:cf:3c,1,"03/14/2018,"
b0:4e:26:4c:12:53,7,"03/14/2018, 04/03/2018, 04/05/2018,"
ba:4e:26:4c:12:53,7,"03/14/2018, 04/03/2018, 04/05/2018,"
b6:4e:26:4c:12:53,4,"03/14/2018, 04/03/2018, 04/05/2018,"
b6:4e:26:4c:0f:dd,2,"03/14/2018, 04/05/2018,"
ba:4e:26:4c:0f:dd,1,"03/14/2018,"
70:5a:9e:92:6f:f4,5,"03/14/2018, 04/03/2018, 04/05/2018,"
48:db:50:b2:27:63,1,"03/14/2018,"
84:9f:b5:3e:81:8c,2,"03/14/2018, 04/05/2018,"
cc:06:77:6f:30:40,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
74:cc:39:bb:7e:50,5,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
94:a7:b7:26:4d:f6,9,"03/14/2018, 04/03/2018, 04/05/2018,"
cc:06:77:6e:cf:08,8,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
cc:06:77:60:25:f1,3,"03/14/2018, 03/22/2018, 04/03/2018,"
cc:06:77:60:25:f0,3,"03/14/2018, 03/22/2018, 04/03/2018,"
00:13:33:ea:7b:21,13,"03/22/2018, 04/03/2018, 04/05/2018,"
00:13:33:ea:7b:20,13,"03/22/2018, 04/03/2018, 04/05/2018,"
0e:41:58:00:9f:ef,2,"03/22/2018, 04/05/2018,"
00:9a:cd:bf:fa:72,1,"03/22/2018,"
f0:98:38:3e:1f:34,7,"03/22/2018, 04/03/2018, 04/05/2018,"
bc:c0:0f:7b:c2:08,5,"03/22/2018, 04/03/2018, 04/05/2018,"
a0:8d:16:aa:e4:58,1,"03/22/2018,"
06:1b:6d:a8:a6:56,1,"03/22/2018,"
cc:06:77:6e:cd:90,1,"03/22/2018,"
74:cc:39:ca:35:38,1,"03/22/2018,"
bc:c0:0f:1f:c2:f0,1,"03/22/2018,"
2e:fd:a1:9f:cb:f7,1,"03/22/2018,"
cc:06:77:62:c4:a8,5,"03/22/2018, 04/03/2018,"
34:ba:9a:56:51:82,1,"03/22/2018,"
14:b7:f8:0b:38:33,5,"04/03/2018,"
e4:7d:eb:10:14:d2,10,"04/03/2018, 04/05/2018,"
fe:2d:5e:8c:d0:d8,1,"04/03/2018,"
e4:7d:eb:03:22:2c,3,"04/03/2018, 04/05/2018,"
5c:6a:80:1a:25:c6,2,"04/03/2018,"
6e:8d:c1:72:92:c9,1,"04/03/2018,"
d0:65:ca:b6:ac:93,1,"04/03/2018,"
00:e0:20:3b:00:75,1,"04/03/2018,"
1c:74:0d:17:57:88,3,"04/03/2018, 04/05/2018,"
58:70:c6:f4:f4:8f,1,"04/03/2018,"
d2:b1:28:50:83:3f,1,"04/03/2018,"
14:b7:f8:64:5d:e0,4,"04/03/2018, 04/05/2018,"
ac:cf:85:b9:ee:09,2,"04/03/2018,"
d4:a1:48:6e:37:88,5,"04/03/2018, 04/05/2018,"
c0:25:e9:80:87:a4,1,"04/03/2018,"
74:cc:39:bb:51:38,4,"04/03/2018, 04/05/2018,"
a0:8d:16:68:5e:52,1,"04/03/2018,"
88:d2:74:86:cf:41,1,"04/03/2018,"
8c:4c:ad:02:57:4a,2,"04/03/2018,"
b0:4e:26:4c:0f:dd,2,"04/03/2018, 04/05/2018,"
c0:56:27:90:c5:57,2,"04/03/2018,"
1a:4f:32:45:96:6b,2,"04/03/2018,"
90:61:0c:3a:77:0d,1,"04/03/2018,"
5c:f2:86:23:5b:d8,3,"04/03/2018,"
ec:9b:f3:61:a9:2f,1,"04/03/2018,"
bc:98:89:9c:f0:e0,1,"04/03/2018,"
08:10:74:61:0e:4a,5,"04/03/2018, 04/05/2018,"
cc:06:77:6e:c9:98,1,"04/03/2018,"
c8:94:bb:c2:a0:f3,1,"04/03/2018,"
00:26:75:f7:27:a0,5,"04/03/2018, 04/05/2018,"
58:70:c6:fd:86:56,1,"04/03/2018,"
18:de:d7:34:48:5c,1,"04/03/2018,"
44:6e:e5:5b:48:82,1,"04/03/2018,"
00:13:33:c0:57:33,1,"04/03/2018,"
94:46:96:17:00:3d,2,"04/03/2018, 04/05/2018,"
76:4a:a4:cd:f4:40,1,"04/03/2018,"
f0:98:38:07:78:bc,1,"04/03/2018,"
00:21:29:9d:a8:2f,7,"04/03/2018, 04/05/2018,"
26:18:1d:00:57:61,1,"04/05/2018,"
ac:f9:70:ec:2d:e0,2,"04/05/2018,"
dc:09:4c:14:29:cf,1,"04/05/2018,"
b0:c1:9e:30:5e:25,3,"04/05/2018,"
ee:1d:7f:64:87:37,3,"04/05/2018,"
90:61:0c:2d:d3:09,1,"04/05/2018,"
22:cd:fe:bf:10:1d,1,"04/05/2018,"
cc:06:77:60:3e:98,1,"04/05/2018,"
08:ea:40:ff:03:f1,1,"04/05/2018,"
34:ba:9a:55:c5:b6,1,"04/05/2018,"
e0:8e:3c:19:9c:bb,1,"04/05/2018,"
90:61:0c:11:8d:26,1,"04/05/2018,"
50:09:59:83:80:35,1,"04/05/2018,"
62:fe:1e:c1:98:0c,1,"04/05/2018,"
38:46:08:f3:47:24,1,"04/05/2018,"
dc:09:4c:9a:74:29,1,"04/05/2018,"
74:cc:39:bb:51:60,1,"04/05/2018,"
2a:a0:2b:f2:f4:f1,2,"04/05/2018,"
00:13:33:e1:7d:fc,1,"04/05/2018,"
8c:34:fd:42:2c:5d,1,"04/05/2018,"
cc:50:0a:5f:eb:00,1,"04/05/2018,"
""
Box no.,Total APs
23,123
MAC,Persistence,Dates Seen
cc:06:77:6e:cf:08,11,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
f0:98:38:a0:02:64,10,"03/14/2018, 04/03/2018, 04/05/2018,"
b0:4e:26:4c:12:53,15,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
ba:4e:26:4c:12:53,14,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
ba:4e:26:4c:0f:dd,9,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
b6:4e:26:4c:12:53,14,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
cc:06:77:6e:cd:90,11,"03/14/2018, 04/03/2018, 04/05/2018,"
90:61:0c:37:67:ff,6,"03/14/2018, 03/22/2018, 04/03/2018,"
70:5a:9e:92:6f:f4,13,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
e4:7d:eb:03:22:2c,13,"03/14/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
00:13:33:e1:63:df,15,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
00:18:4d:95:5d:b0,3,"03/14/2018, 04/03/2018, 04/05/2018,"
30:b5:c2:b5:33:12,2,"03/14/2018, 03/22/2018,"
00:13:33:e1:c9:15,8,"03/14/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
94:46:96:1d:46:ce,14,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
34:ba:9a:56:51:82,1,"03/22/2018,"
cc:06:77:62:c4:a8,8,"03/22/2018, 04/02/2018, 04/03/2018,"
94:a7:b7:26:4d:f6,12,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
b0:4e:26:4c:0f:dd,9,"03/22/2018, 04/03/2018, 04/05/2018,"
84:9f:b5:3e:81:8c,11,"03/22/2018, 04/03/2018, 04/05/2018,"
70:5a:9e:84:02:80,7,"03/22/2018, 04/02/2018, 04/03/2018,"
cc:1a:fa:97:cf:b8,7,"03/22/2018, 04/03/2018, 04/05/2018,"
90:61:0c:3a:77:0d,11,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
5c:6a:80:1a:25:c6,16,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
e4:6f:13:68:9a:b4,7,"03/22/2018, 04/05/2018, 04/03/2018,"
3e:91:48:9d:25:95,2,"03/22/2018,"
8c:68:c8:c0:0f:ae,21,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
ae:5f:3e:57:4c:f4,6,"03/22/2018, 04/05/2018, 04/03/2018,"
e0:8e:3c:2d:fa:d5,18,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
c0:bd:d1:2d:5a:2b,1,"04/02/2018,"
00:13:33:df:9b:b8,5,"04/02/2018, 04/03/2018, 04/05/2018,"
14:b7:f8:0b:38:33,7,"04/02/2018, 04/03/2018,"
74:cc:39:bb:51:38,13,"04/02/2018, 04/03/2018, 04/05/2018,"
7a:e2:8f:19:ca:7d,1,"04/02/2018,"
fa:8f:ca:50:af:9a,1,"04/02/2018,"
ec:8c:a2:30:ff:28,5,"04/02/2018, 04/05/2018,"
cc:06:77:6f:30:40,9,"04/02/2018, 04/03/2018, 04/05/2018,"
ae:8e:f2:96:e3:95,1,"04/02/2018,"
bc:c0:0f:7b:c2:08,8,"04/02/2018, 04/03/2018, 04/05/2018,"
e4:7d:eb:10:14:d2,8,"04/03/2018, 04/05/2018,"
1a:4f:32:45:96:6b,5,"04/03/2018,"
08:10:74:61:0e:4a,10,"04/03/2018, 04/05/2018,"
d0:65:ca:b6:ac:93,1,"04/03/2018,"
b2:8d:6c:bd:7b:a9,1,"04/03/2018,"
bc:c0:0f:1f:c2:f0,3,"04/03/2018,"
cc:06:77:70:3f:30,2,"04/03/2018, 04/05/2018,"
ac:86:74:4a:09:53,6,"04/03/2018, 04/05/2018,"
ac:86:74:4a:09:57,3,"04/03/2018, 04/05/2018,"
cc:79:cf:f2:f8:b9,1,"04/03/2018,"
4c:f9:5d:85:ae:30,1,"04/03/2018,"
f0:98:38:f9:14:28,2,"04/03/2018,"
74:cc:39:bb:51:60,8,"04/03/2018, 04/05/2018,"
ac:cf:85:b9:ee:09,1,"04/03/2018,"
b6:4e:26:4c:0f:dd,9,"04/03/2018, 04/05/2018,"
32:07:4d:68:f5:48,1,"04/03/2018,"
00:90:a9:0e:55:0b,1,"04/03/2018,"
00:21:29:9d:a8:2f,1,"04/03/2018,"
90:61:0c:2d:d3:09,2,"04/03/2018, 04/05/2018,"
a8:a6:68:2f:8a:f4,1,"04/03/2018,"
94:46:96:17:00:3d,1,"04/03/2018,"
cc:06:77:6e:c9:98,2,"04/03/2018,"
f0:98:38:3e:1f:34,8,"04/03/2018, 04/05/2018,"
50:68:0a:c4:fc:88,2,"04/03/2018,"
74:cc:39:ca:35:38,7,"04/03/2018, 04/05/2018,"
00:13:33:ea:7b:21,7,"04/03/2018, 04/05/2018,"
00:13:33:ea:7b:20,7,"04/03/2018, 04/05/2018,"
ac:86:74:4a:09:52,5,"04/03/2018, 04/05/2018,"
9c:a9:e4:c6:f3:be,1,"04/03/2018,"
0c:f4:d5:15:99:28,1,"04/03/2018,"
f0:98:38:07:ce:cc,6,"04/03/2018, 04/05/2018,"
74:cc:39:bc:5e:88,1,"04/03/2018,"
9c:6f:52:34:ff:b7,1,"04/03/2018,"
9c:6f:52:34:ff:b9,1,"04/03/2018,"
ac:f9:70:ec:2d:e0,7,"04/03/2018, 04/05/2018,"
5c:f2:86:23:5b:d8,1,"04/03/2018,"
48:00:33:a7:e7:a1,1,"04/03/2018,"
32:07:4d:ef:dc:60,1,"04/03/2018,"
36:12:98:5c:1d:76,1,"04/03/2018,"
98:de:d0:cc:d4:72,5,"04/03/2018, 04/05/2018,"
74:cc:39:bb:7e:50,7,"04/03/2018, 04/05/2018,"
dc:09:4c:14:29:cf,3,"04/03/2018, 04/05/2018,"
c0:56:27:90:c5:57,3,"04/03/2018, 04/05/2018,"
00:13:33:dc:91:af,1,"04/03/2018,"
74:cc:39:ba:a8:f0,1,"04/03/2018,"
00:13:33:c0:57:33,2,"04/03/2018, 04/05/2018,"
26:18:1d:00:57:61,2,"04/05/2018,"
70:28:8b:83:bd:02,1,"04/05/2018,"
aa:a6:68:33:72:2e,2,"04/05/2018,"
2a:a0:2b:f2:f4:f1,6,"04/05/2018,"
b6:4e:26:4c:0e:e3,4,"04/05/2018,"
ba:4e:26:4c:0e:e3,3,"04/05/2018,"
78:c1:a7:03:c7:89,1,"04/05/2018,"
aa:a6:68:b3:0b:66,1,"04/05/2018,"
aa:a6:68:7a:65:68,6,"04/05/2018,"
14:9f:3c:70:cd:8f,1,"04/05/2018,"
8e:f5:a3:f5:79:b5,2,"04/05/2018,"
3c:f7:a4:ed:91:cb,2,"04/05/2018,"
44:33:bc:d0:90:ec,1,"04/05/2018,"
5c:f2:86:25:c5:5e,2,"04/05/2018,"
98:e7:f4:7a:af:e1,1,"04/05/2018,"
e8:50:8b:d2:83:a2,1,"04/05/2018,"
70:5a:0f:58:c6:f9,2,"04/05/2018,"
44:33:4c:20:9d:c4,1,"04/05/2018,"
22:cd:fe:bf:10:1d,1,"04/05/2018,"
c0:56:27:a9:cf:1d,3,"04/05/2018,"
62:fe:1e:c1:98:0c,1,"04/05/2018,"
32:07:4d:7d:86:71,1,"04/05/2018,"
8c:34:fd:42:2c:5d,3,"04/05/2018,"
08:ea:40:ff:03:f1,3,"04/05/2018,"
74:cc:39:c0:f1:08,2,"04/05/2018,"
b0:4e:26:4c:0e:e3,2,"04/05/2018,"
72:70:0d:b4:56:72,1,"04/05/2018,"
d0:b2:c4:56:d4:6b,1,"04/05/2018,"
e0:8e:3c:21:d1:67,1,"04/05/2018,"
dc:09:4c:9a:74:29,2,"04/05/2018,"
d0:ff:98:19:92:3c,1,"04/05/2018,"
b4:2a:0e:29:fe:25,1,"04/05/2018,"
cc:06:77:5e:c9:b0,1,"04/05/2018,"
32:f7:72:11:a1:c0,1,"04/05/2018,"
ee:29:f5:99:a2:a0,1,"04/05/2018,"
50:c7:bf:34:32:cc,1,"04/05/2018,"
ec:08:6b:82:b5:3e,1,"04/05/2018,"
f2:c5:f3:ba:25:30,1,"04/05/2018,"
""
Box no.,Total APs
24,103
MAC,Persistence,Dates Seen
9c:6f:52:34:ff:b7,8,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
9c:6f:52:34:ff:b9,10,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
74:cc:39:bb:51:60,6,"03/14/2018, 04/03/2018, 04/05/2018,"
36:69:87:c0:03:0d,1,"03/14/2018,"
9c:6f:52:34:ff:b6,10,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
70:5a:9e:84:02:80,1,"03/14/2018,"
88:d2:74:86:c4:cb,1,"03/14/2018,"
74:cc:39:bb:51:38,9,"03/14/2018, 04/03/2018, 04/05/2018,"
d0:b2:c4:56:d4:6b,4,"03/14/2018, 04/03/2018, 04/05/2018,"
94:46:96:1d:46:ce,4,"03/14/2018, 04/05/2018,"
94:a7:b7:3c:f9:7c,1,"03/14/2018,"
98:e7:f4:7a:af:e1,6,"03/14/2018, 04/05/2018,"
